,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
6573,6573,N6945012C6849,1700,Empty,Empty,Empty
6574,6574,00243200308DV10N3C2418A,3600,Empty,Empty,Empty
6575,6575,DEFE0003149,8900,Empty,Empty,Empty
6576,6576,GS09P10WFC0030,4740,Empty,Empty,Empty
6577,6577,N6945016C6532,1700,Empty,Empty,Empty
6578,6578,FA460812C0024,5700,Empty,Empty,Empty
6579,6579,W911S711C0040,2100,Empty,Empty,Empty
6580,6580,W9123824C0011,2100,,,
6581,6581,36C24724C0084,3600,Empty,Empty,Empty
6582,6582,47PM1020C0008,4740,Empty,Empty,Empty
6583,6583,W912QR10C0054,2100,Empty,Empty,Empty
6584,6584,W912JM10C0021,2100,Empty,Empty,Empty
6585,6585,FA449720C0033,5700,Empty,Empty,Empty
6586,6586,W912QR08C0016,2100,Empty,Empty,Empty
6587,6587,N6247309C1817,1700,Empty,Empty,Empty
6588,6588,GS11P01MAC0060,4740,Empty,Empty,Empty
6589,6589,INF401816C028,1448,Empty,Empty,Empty
6590,6590,GS08P17VEC0004,4740,Empty,Empty,Empty
6591,6591,INP13PC00253,1443,Empty,Empty,Empty
6592,6592,VA52813C0054,3600,0,$0,0%
6593,6593,697DCK19C00276,6920,,,
6594,6594,W912DY23C0070,2100,Empty,Empty,Empty
6595,6595,INF401817C002,1448,,,
6596,6596,N4008009C4408,1700,Empty,Empty,Empty
6597,6597,W5J9LE11C0034,2100,Empty,Empty,Empty
6598,6598,W9124724C0016,2100,Empty,Empty,Empty
6599,6599,SGE50011C0012,1900,Empty,Empty,Empty
6600,6600,47PM0119C0002,4740,Empty,Empty,Empty
6601,6601,SAQMMA08C0174,1900,Empty,Empty,Empty
6602,6602,FA500008C0010,5700,Empty,Empty,Empty
6603,6603,47PK0523C0014,4740,Empty,Empty,Empty
6604,6604,INPC2011080230,1443,Empty,Empty,Empty
6605,6605,AG447UC160062,12C2,Empty,Empty,Empty
6606,6606,GS11P07MKC0090,4740,Empty,Empty,Empty
6607,6607,W91B4P10C0094,2100,Empty,Empty,Empty
6608,6608,W911SD04C0009,2100,Empty,Empty,Empty
6609,6609,VA69DC1825,3600,Empty,Empty,Empty
6610,6610,VA263C0544,3600,Empty,Empty,Empty
6611,6611,GS09P16WLC7010,4740,0,$0,0%
6612,6612,47PA0319C0031,4740,,,
6613,6613,FA860114C0049,5700,Empty,Empty,Empty
6614,6614,47PK0718C0001,4740,,,
6615,6615,W917BK09C0065,2100,Empty,Empty,Empty
6616,6616,GS04P07RAC0039,4740,,,
6617,6617,AG3143C120032,1205,Empty,Empty,Empty
6618,6618,FA820116C0023,5700,Empty,Empty,Empty
6619,6619,GS05P17SVC0006,4740,Empty,Empty,Empty
6620,6620,47PF0020C0039,4740,Empty,Empty,Empty
6621,6621,75N99023C00089,7529,Empty,Empty,Empty
6622,6622,V689C1005,3600,Empty,Empty,Empty
6623,6623,697DCK22C00231,6920,Empty,Empty,Empty
6624,6624,94TZ200306D5094TZ30150,12C2,Empty,Empty,Empty
6625,6625,140A1124C0005,1450,Empty,Empty,Empty
6626,6626,140P2022C0008,1443,Empty,Empty,Empty
6627,6627,W912DS10C0013,2100,Empty,Empty,Empty
6628,6628,FA462614C0020,5700,Empty,Empty,Empty
6629,6629,47PJ0024C0001,4740,Empty,Empty,Empty
6630,6630,36C26318C0035,3600,Empty,Empty,Empty
6631,6631,W911SD09C0010,2100,Empty,Empty,Empty
6632,6632,36C25018C0158,3600,,,
6633,6633,GS11P09YTC0320,4740,0,$0,0%
6634,6634,DABR0104C0005,2100,0,$0,0%
6635,6635,N6247306C5270,1700,Empty,Empty,Empty
6636,6636,HSCG8309C3YD121,7008,Empty,Empty,Empty
6637,6637,GS11P17NWC0022,4740,Empty,Empty,Empty
6638,6638,SW000200303DGS05P03SWM0042,4740,0,$0,0%
6639,6639,GS05P09SEC0063,4740,,,
6640,6640,VA25616C0190,3600,Empty,Empty,Empty
6641,6641,W912CF06C0002,2100,Empty,Empty,Empty
6642,6642,FA468610C0017,5700,Empty,Empty,Empty
6643,6643,GS03P16QAC7007,4740,Empty,Empty,Empty
6644,6644,VA24217C0201,3600,Empty,Empty,Empty
6645,6645,W91B4N10C8286,2100,Empty,Empty,Empty
6646,6646,W912PL15C0007,2100,Empty,Empty,Empty
6647,6647,47PK0524C0047,4740,Empty,Empty,Empty
6648,6648,VA256C0508,3600,Empty,Empty,Empty
6649,6649,HSCG8714CPJT632,7008,Empty,Empty,Empty
6650,6650,W9124719C0028,2100,Empty,Empty,Empty
6651,6651,W91B4M09C4020,2100,Empty,Empty,Empty
6652,6652,W9127805C0011,2100,Empty,Empty,Empty
6653,6653,GS03P09CDC0038,4740,Empty,Empty,Empty
6654,6654,HSCG4715C3EFK08,7008,,,
6655,6655,VA25716C0123,3600,Empty,Empty,Empty
6656,6656,V756C01128A,3600,,,
6657,6657,VA247C0013,3600,Empty,Empty,Empty
6658,6658,GS11P10YTC0180,4740,Empty,Empty,Empty
6659,6659,47PM1019C0010,4740,,,
6660,6660,36C24923C0122,3600,0,$0,0%
6661,6661,W9127S19C6004,2100,,,
6662,6662,GS11P17YTC0057,4740,,,
6663,6663,W912DS18C0018,2100,Empty,Empty,Empty
6664,6664,GS06P17TEC0004,4740,,,
6665,6665,VA256C0675,3600,Empty,Empty,Empty
6666,6666,DAAA1003C0011,2100,Empty,Empty,Empty
6667,6667,W913FT10C0041,2100,Empty,Empty,Empty
6668,6668,INL15PC00175,1422,Empty,Empty,Empty
6669,6669,GS11P08ZGC0154,4740,Empty,Empty,Empty
6670,6670,VA263C0355,3600,Empty,Empty,Empty
6671,6671,FA671222C0003,5700,Empty,Empty,Empty
6672,6672,FA700012C0044,5700,Empty,Empty,Empty
6673,6673,GS11P09YEC0161,4740,Empty,Empty,Empty
6674,6674,VA250C0712,3600,Empty,Empty,Empty
6675,6675,N6871103C1053,1700,Empty,Empty,Empty
6676,6676,VA24313C0139,3600,Empty,Empty,Empty
6677,6677,W9124N15C0012,2100,Empty,Empty,Empty
6678,6678,W912BV18C0017,2100,,,
6679,6679,1605C420C0009,1605,,,
6680,6680,00262200309DV664C04838A,3600,Empty,Empty,Empty
6681,6681,47PD0821C0002,4740,Empty,Empty,Empty
6682,6682,47PF0022C0030,4740,Empty,Empty,Empty
6683,6683,GS09P12KZC0006,4740,Empty,Empty,Empty
6684,6684,INPC6300080001,1443,Empty,Empty,Empty
6685,6685,N3319108C0247,1700,Empty,Empty,Empty
6686,6686,DACA2103C0027,2100,Empty,Empty,Empty
6687,6687,DOCSB134118CN0009,1341,Empty,Empty,Empty
6688,6688,GS02P08PWC0008,4740,Empty,Empty,Empty
6689,6689,47PK0022C0002,4740,Empty,Empty,Empty
6690,6690,VA24413C0061,3600,Empty,Empty,Empty
6691,6691,00660200309DV660C770,3600,0,$0,0%
6692,6692,VA247C0499,3600,0,$0,0%
6693,6693,W912GB09C0062,2100,0,$0,0%
6694,6694,VA263RA0935,3600,,,
6695,6695,FA703713C0004,5700,Empty,Empty,Empty
6696,6696,36C24118C0057,3600,,,
6697,6697,W912L618C6009,2100,Empty,Empty,Empty
6698,6698,47PD0823C0010,4740,Empty,Empty,Empty
6699,6699,36C24822C0125,3600,Empty,Empty,Empty
6700,6700,FA282304C0026,5700,Empty,Empty,Empty
6701,6701,GS04P16BVC7011,4740,Empty,Empty,Empty
6702,6702,VA69DC0655,3600,Empty,Empty,Empty
6703,6703,INP15PC00124,1443,Empty,Empty,Empty
6704,6704,W917BE06C0105,2100,Empty,Empty,Empty
6705,6705,36C77624C0170,3600,Empty,Empty,Empty
6706,6706,W917BK05C0068,2100,Empty,Empty,Empty
6707,6707,V636C1075,3600,Empty,Empty,Empty
6708,6708,W9124Q06C0213,2100,Empty,Empty,Empty
6709,6709,VA262C0697,3600,,,
6710,6710,HSBP1016C00047,7014,0,$0,0%
6711,6711,47PD1018C0002,4740,,,
6712,6712,19GE5018C0006,1900,Empty,Empty,Empty
6713,6713,70Z02824CMIAM0049,7008,,,
6714,6714,W911QX20C0046,2100,Empty,Empty,Empty
6715,6715,HSBP1010C00126,7014,Empty,Empty,Empty
6716,6716,47PB0418C0002,4740,,,
6717,6717,VA258C0409,3600,,,
6718,6718,75N99024C00040,7529,Empty,Empty,Empty
6719,6719,N6247094C4126,1700,Empty,Empty,Empty
6720,6720,GS09P08KZC0018,4740,Empty,Empty,Empty
6721,6721,GS03P15QKC0006,4740,Empty,Empty,Empty
6722,6722,GS03P04DXC0017,4740,Empty,Empty,Empty
6723,6723,VA247C0509,3600,Empty,Empty,Empty
6724,6724,STU15010C0875,1900,Empty,Empty,Empty
6725,6725,W911N208C0031,2100,Empty,Empty,Empty
6726,6726,HSCG4505C6K3012,7008,,,
6727,6727,W5K9FH11C0031,2100,0,$0,0%
6728,6728,INP14PC00639,1443,Empty,Empty,Empty
6729,6729,1305M318CNWWV0001,1330,,,
6730,6730,36C25620C0073,3600,Empty,Empty,Empty
6731,6731,W9128A16C0004,2100,Empty,Empty,Empty
6732,6732,W912K604C0003,2100,Empty,Empty,Empty
6733,6733,W912DR09C0039,2100,,,
6734,6734,AG32SCC140109,12H2,Empty,Empty,Empty
6735,6735,VA25016C0004,3600,Empty,Empty,Empty
6736,6736,W912QR17C0036,2100,Empty,Empty,Empty
6737,6737,V69DC752,3600,Empty,Empty,Empty
6738,6738,V69DC7778A,3600,Empty,Empty,Empty
6739,6739,36C24219C0173,3600,,,
6740,6740,36C24921C0074,3600,Empty,Empty,Empty
6741,6741,47PM1022C0006,4740,Empty,Empty,Empty
6742,6742,47PK0523C0004,4740,Empty,Empty,Empty
6743,6743,697DCK23C00329,6920,Empty,Empty,Empty
6744,6744,AG32SCC140106,12H2,Empty,Empty,Empty
6745,6745,N6247096C4379,1700,Empty,Empty,Empty
6746,6746,INF101818C438,1448,Empty,Empty,Empty
6747,6747,N4425518C7000,1700,Empty,Empty,Empty
6748,6748,V603C1046,3600,,,
6749,6749,47PM1018C0019,4740,Empty,Empty,Empty
6750,6750,GS11P13YTP0255,4740,Empty,Empty,Empty
6751,6751,F06CC10417,3300,,,
6752,6752,36C24420C0024,3600,Empty,Empty,Empty
6753,6753,W9126G06C0041,2100,Empty,Empty,Empty
6754,6754,DJFA6M0323607,1549,Empty,Empty,Empty
6755,6755,W91B4M09C4120,2100,Empty,Empty,Empty
6756,6756,VA24417C0205,3600,Empty,Empty,Empty
6757,6757,W911KB23C0027,2100,Empty,Empty,Empty
6758,6758,N4008009C0011,1700,Empty,Empty,Empty
6759,6759,VA247RA0823,3600,,,
6760,6760,VA248C0281,3600,0,$0,0%
6761,6761,W912PL24C0020,2100,Empty,Empty,Empty
6762,6762,FA810112C0032,5700,Empty,Empty,Empty
6763,6763,FA663318CA007,5700,Empty,Empty,Empty
6764,6764,FA440710C0006,5700,Empty,Empty,Empty
6765,6765,VA25716C0145,3600,Empty,Empty,Empty
6766,6766,N6247318C2402,1700,Empty,Empty,Empty
6767,6767,47PD0120C0003,4740,Empty,Empty,Empty
6768,6768,AG4384C110008,12H2,Empty,Empty,Empty
6769,6769,N4008524C0036,1700,Empty,Empty,Empty
6770,6770,36C24823C0016,3600,Empty,Empty,Empty
6771,6771,N4008516C6159,1700,Empty,Empty,Empty
6772,6772,N4008520C0082,1700,Empty,Empty,Empty
6773,6773,47PE0620C0005,4740,,,
6774,6774,GS03P08CDC0038,4740,Empty,Empty,Empty
6775,6775,36C25220C0200,3600,Empty,Empty,Empty
6776,6776,GS08P14JAC0005,4740,Empty,Empty,Empty
6777,6777,SIS40006C0014,1900,Empty,Empty,Empty
6778,6778,GS02P03PIC0031,4740,Empty,Empty,Empty
6779,6779,1605DC18C0035,1605,,,
6780,6780,70Z02824CMIAM0050,7008,,,
6781,6781,GS04P04RAC0004,4740,Empty,Empty,Empty
6782,6782,N4008019C1037,1700,Empty,Empty,Empty
6783,6783,GS11P05MAC0104,4740,Empty,Empty,Empty
6784,6784,W912LC06C0005,2100,Empty,Empty,Empty
6785,6785,W912WJ17C0004,2100,,,
6786,6786,N6945007C6844,1700,Empty,Empty,Empty
6787,6787,DTFACE06C00059,6920,Empty,Empty,Empty
6788,6788,VA25612C0112,3600,Empty,Empty,Empty
6789,6789,GS11P10YEC0214,4740,Empty,Empty,Empty
6790,6790,VA258C0564,3600,Empty,Empty,Empty
6791,6791,VA25913C0157,3600,Empty,Empty,Empty
6792,6792,GS09P05KLC0007,4740,Empty,Empty,Empty
6793,6793,W5K9FH11C0155,2100,Empty,Empty,Empty
6794,6794,N4008518C3410,1700,Empty,Empty,Empty
6795,6795,36E77620C0008,3600,Empty,Empty,Empty
6796,6796,V438C522,3600,Empty,Empty,Empty
6797,6797,GS04P09EXC0036,4740,Empty,Empty,Empty
6798,6798,47PE0717C0009,4740,,,
6799,6799,W912L310C5003,2100,Empty,Empty,Empty
6800,6800,W912HN10C0068,2100,0,$0,0%
6801,6801,INL16PC00090,1422,,,
6802,6802,N6426724C0041,1700,Empty,Empty,Empty
6803,6803,GS09P11WRC0057,4740,,,
6804,6804,VA52812C0091,3600,Empty,Empty,Empty
6805,6805,W9124M11C0019,2100,Empty,Empty,Empty
6806,6806,HSCG8305C3WN045,7008,Empty,Empty,Empty
6807,6807,W9128F10C0020,2100,Empty,Empty,Empty
6808,6808,INA16PC00158,1450,,,
6809,6809,N6247312C1406,1700,Empty,Empty,Empty
6810,6810,V60007708A,3600,,,
6811,6811,N6247315C1614,1700,Empty,Empty,Empty
6812,6812,47PG0723C0014,4740,,,
6813,6813,VA26312C0222,3600,,,
6814,6814,FA308906C0025,5700,Empty,Empty,Empty
6815,6815,FA301014C0014,5700,Empty,Empty,Empty
6816,6816,FA304710C0064,5700,Empty,Empty,Empty
6817,6817,W912EF16C0036,2100,Empty,Empty,Empty
6818,6818,N6246706C8395,1700,Empty,Empty,Empty
6819,6819,12305B19C0039,12H2,Empty,Empty,Empty
6820,6820,V10N3C3158A,3600,Empty,Empty,Empty
6821,6821,VA245C0471,3600,Empty,Empty,Empty
6822,6822,GS10P04XCC0003,4740,Empty,Empty,Empty
6823,6823,W912L604C0004,2100,Empty,Empty,Empty
6824,6824,N4008007C0161,1700,Empty,Empty,Empty
6825,6825,INLNDC070086,1422,Empty,Empty,Empty
6826,6826,AG0489C090006,12C2,Empty,Empty,Empty
6827,6827,GS07P13UTC0003,4740,Empty,Empty,Empty
6828,6828,GS03P15QPC0005,4740,,,
6829,6829,W9124A18C0008,2100,,,
6830,6830,75N99024C00055,7529,,,
6831,6831,V101DC0235,3600,,,
6832,6832,VA263C1241,3600,0,$0,0%
6833,6833,GS11P09YEC0195,4740,Empty,Empty,Empty
6834,6834,DTFAEN16C00216,6920,,,
6835,6835,ST000200304DGS05P03STM0038,4740,Empty,Empty,Empty
6836,6836,GS03P17QAC0022,4740,Empty,Empty,Empty
6837,6837,36C25918C0327,3600,Empty,Empty,Empty
6838,6838,W50S7U22C0004,2100,Empty,Empty,Empty
6839,6839,DOLJ079624790,1605,Empty,Empty,Empty
6840,6840,W912BV07C2008,2100,Empty,Empty,Empty
6841,6841,GS11P09MAM0293,4740,Empty,Empty,Empty
6842,6842,W912HN09C0056,2100,Empty,Empty,Empty
6843,6843,VA244C1021,3600,Empty,Empty,Empty
6844,6844,N4008510C9461,1700,Empty,Empty,Empty
6845,6845,DOCSB134113CN0026,1341,,,
6846,6846,W9124M05C0001,2100,0,$0,0%
6847,6847,15B70023C00000008,1540,,,
6848,6848,W91B4N10C8125,2100,Empty,Empty,Empty
6849,6849,DOCWC133F07CN0301,1330,,,
6850,6850,FA252111C0059,5700,Empty,Empty,Empty
6851,6851,W912QR13C0045,2100,0,$0,0%
6852,6852,W911QX18C0007,2100,Empty,Empty,Empty
6853,6853,W9124722CAC02,2100,Empty,Empty,Empty
6854,6854,12305B24C0030,12H2,Empty,Empty,Empty
6855,6855,VA25715C0082,3600,Empty,Empty,Empty
6856,6856,GS08P17JCC0006,4740,Empty,Empty,Empty
6857,6857,FA304707C0021,5700,Empty,Empty,Empty
6858,6858,AG82HW5082HW51100,12H2,Empty,Empty,Empty
6859,6859,VA255C0494,3600,Empty,Empty,Empty
6860,6860,VA25015C0100,3600,Empty,Empty,Empty
6861,6861,W912PQ16C0006,2100,Empty,Empty,Empty
6862,6862,SET10008C1234,1900,Empty,Empty,Empty
6863,6863,W911SG09C0003,2100,Empty,Empty,Empty
6864,6864,V564C80236,3600,Empty,Empty,Empty
6865,6865,FA465412C0004,5700,Empty,Empty,Empty
6866,6866,GS11P04YEC0218,4740,Empty,Empty,Empty
6867,6867,DABJ2303C0013,2100,Empty,Empty,Empty
6868,6868,GS09P08WDC0049,4740,,,
6869,6869,N6247205C8567,1700,Empty,Empty,Empty
6870,6870,W912QR16C0030,2100,0,$0,0%
6871,6871,HQ003409L3015,97F5,Empty,Empty,Empty
6872,6872,W9126G08C0089,2100,Empty,Empty,Empty
6873,6873,W912QR09C0075,2100,,,
6874,6874,N6945012C5080,1700,Empty,Empty,Empty
6875,6875,VA25616C0147,3600,Empty,Empty,Empty
6876,6876,HHSN292201700010C,7529,Empty,Empty,Empty
6877,6877,1333ND23CNB190028,1341,,,
6878,6878,W9124Q05C0301,2100,,,
6879,6879,697DCK24C00357,6920,,,
6880,6880,W912JM09C0020,2100,,,
6881,6881,36C24824C0096,3600,Empty,Empty,Empty
6882,6882,GS11P11YEC0009,4740,0,$0,0%
6883,6883,140F0220C0015,1448,Empty,Empty,Empty
6884,6884,N6247308C7513,1700,Empty,Empty,Empty
6885,6885,VA25612C0331,3600,Empty,Empty,Empty
6886,6886,W9124709C0004,2100,Empty,Empty,Empty
6887,6887,VA523D87073,3600,Empty,Empty,Empty
6888,6888,INF11PC00364,1448,Empty,Empty,Empty
6889,6889,N6945022C0021,1700,Empty,Empty,Empty
6890,6890,W5J9JE12C0100,2100,Empty,Empty,Empty
6891,6891,W9124719C0013,2100,Empty,Empty,Empty
6892,6892,W50S8W22C0003,2100,Empty,Empty,Empty
6893,6893,FA252109C0014,5700,Empty,Empty,Empty
6894,6894,GS11P09YTC0466,4740,Empty,Empty,Empty
6895,6895,SAQMMA14C0120,1900,Empty,Empty,Empty
6896,6896,W912BU18C0045,2100,Empty,Empty,Empty
6897,6897,VA69DC0637,3600,Empty,Empty,Empty
6898,6898,W912DR18C0051,2100,Empty,Empty,Empty
6899,6899,VA244C1282,3600,Empty,Empty,Empty
6900,6900,00255200309DV255C657A10238,3600,Empty,Empty,Empty
6901,6901,VA256C0081,3600,0,$0,0%
6902,6902,GS11P07YTC0177,4740,Empty,Empty,Empty
6903,6903,VA244C1596,3600,0,$0,0%
6904,6904,VA250C0666,3600,0,$0,0%
6905,6905,V520C5308ATO1,3600,0,$0,0%
6906,6906,VA26214C0088,3600,0,$0,0%
6907,6907,GS09P12WBC0041,4740,Empty,Empty,Empty
6908,6908,N4008312C1012,1700,Empty,Empty,Empty
6909,6909,INA14PC00225,1450,Empty,Empty,Empty
6910,6910,GS11P14MAP0275,4740,Empty,Empty,Empty
6911,6911,VA69D17C0211,3600,Empty,Empty,Empty
6912,6912,140P1420C0025,1443,,,
6913,6913,HSEME2003CO0374,7022,Empty,Empty,Empty
6914,6914,W91B4L09C0053,2100,Empty,Empty,Empty
6915,6915,140G0219C0015,1434,Empty,Empty,Empty
6916,6916,VA245C0710,3600,Empty,Empty,Empty
6917,6917,GS05P09SAC0019,4740,Empty,Empty,Empty
6918,6918,W912HN20C4010,2100,Empty,Empty,Empty
6919,6919,75H70123C00012,7527,Empty,Empty,Empty
6920,6920,GS03P07QPP0037,4740,,,
6921,6921,W9136408C0002,2100,,,
6922,6922,47PK1122C0006,4740,Empty,Empty,Empty
6923,6923,INF12PC00064,1448,,,
6924,6924,DOLJ089627843,1605,Empty,Empty,Empty
6925,6925,36C24222C0143,3600,,,
6926,6926,47PF0020C0007,4740,,,
6927,6927,N6945014C4089,1700,Empty,Empty,Empty
6928,6928,SAQMMA09C0008,1900,Empty,Empty,Empty
6929,6929,GS11P12YED0119,4740,Empty,Empty,Empty
6930,6930,V595C657,3600,,,
6931,6931,W90U4210C4132,2100,Empty,Empty,Empty
6932,6932,HQ003415C0111,97F5,Empty,Empty,Empty
6933,6933,N6945017C7227,1700,Empty,Empty,Empty
6934,6934,INR16PC00037,1425,Empty,Empty,Empty
6935,6935,47PM1018C0069,4740,,,
6936,6936,GS09P11WRC0012,4740,Empty,Empty,Empty
6937,6937,DOLETA14H0008,1630,Empty,Empty,Empty
6938,6938,W912DY24C0052,2100,Empty,Empty,Empty
6939,6939,91S8200307D5091S8032C32,12C2,Empty,Empty,Empty
6940,6940,VA24414C0571,3600,Empty,Empty,Empty
6941,6941,15F06720C0000984,1549,Empty,Empty,Empty
6942,6942,GS09P04WLC0016,4740,Empty,Empty,Empty
6943,6943,W912DR20C0018,2100,Empty,Empty,Empty
6944,6944,GS01P17NLC0009,4740,Empty,Empty,Empty
6945,6945,INPC1524059603,1443,,,
6946,6946,GS09P17WKC0004,4740,Empty,Empty,Empty
6947,6947,36C25523C0119,3600,Empty,Empty,Empty
6948,6948,INPC0700000106,1443,Empty,Empty,Empty
6949,6949,36C26224C0231,3600,Empty,Empty,Empty
6950,6950,FA850105C0014,5700,Empty,Empty,Empty
6951,6951,47PJ0020C0056,4740,Empty,Empty,Empty
6952,6952,GS04P04CXC0054,4740,Empty,Empty,Empty
6953,6953,HHSI102200600004C,7527,Empty,Empty,Empty
6954,6954,GS03P10AZC0023,4740,Empty,Empty,Empty
6955,6955,N4008506C2214,1700,Empty,Empty,Empty
6956,6956,VA243C0151,3600,Empty,Empty,Empty
6957,6957,AG435HC080051,12C2,,,
6958,6958,VA248C1135,3600,Empty,Empty,Empty
6959,6959,HHSN292201400008C,7529,,,
6960,6960,N6247312C1435,1700,Empty,Empty,Empty
6961,6961,GS11P16YMC7153,4740,0,$0,0%
6962,6962,VA24916C0175,3600,,,
6963,6963,36C25619C0089,3600,Empty,Empty,Empty
6964,6964,36C24623C0038,3600,Empty,Empty,Empty
6965,6965,VA52813C0074,3600,,,
6966,6966,47PK0124C0005,4740,Empty,Empty,Empty
6967,6967,GS05P04GAC0132,4740,,,
6968,6968,VA528C0364,3600,Empty,Empty,Empty
6969,6969,VA261C1059,3600,Empty,Empty,Empty
6970,6970,W912JV05C0008,2100,Empty,Empty,Empty
6971,6971,W912DR08C0008,2100,Empty,Empty,Empty
6972,6972,47PK0023C0002,4740,,,
6973,6973,GS04P08EWC0193,4740,Empty,Empty,Empty
6974,6974,W911S713C0006,2100,0,$0,0%
6975,6975,W9126G11C0076,2100,Empty,Empty,Empty
6976,6976,N3654A08C9001,1700,Empty,Empty,Empty
6977,6977,N4008311C1039,1700,Empty,Empty,Empty
6978,6978,VA248C1354,3600,Empty,Empty,Empty
6979,6979,VA263C0358,3600,Empty,Empty,Empty
6980,6980,DOLJ089627645,1605,,,
6981,6981,VA24815C0205,3600,Empty,Empty,Empty
6982,6982,VA249C0482,3600,Empty,Empty,Empty
6983,6983,GS11P11YEC0081,4740,Empty,Empty,Empty
6984,6984,70B01C23C00000141,7014,Empty,Empty,Empty
6985,6985,W912P909C0408,2100,Empty,Empty,Empty
6986,6986,N6246706C2933,1700,Empty,Empty,Empty
6987,6987,W911YN11C0003,2100,,,
6988,6988,VA246C0628,3600,Empty,Empty,Empty
6989,6989,GS04P07EXC0015,4740,0,$0,0%
6990,6990,DTFANM09C00058,6920,0,$0,0%
6991,6991,GS11P11MAM0454,4740,0,$0,0%
6992,6992,INPC4500060906,1443,0,$0,0%
6993,6993,SSR10005C0008,1900,,,
6994,6994,VA25812C0035,3600,0,$0,0%
6995,6995,140P2022C0061,1443,,,
6996,6996,FA570214C0007,5700,Empty,Empty,Empty
6997,6997,FA308911C0016,5700,Empty,Empty,Empty
6998,6998,36C26124C0042,3600,Empty,Empty,Empty
6999,6999,GS03P16QAC7022,4740,Empty,Empty,Empty
7000,7000,W912PP11C0029,2100,Empty,Empty,Empty
7001,7001,36C24518C0235,3600,Empty,Empty,Empty
7002,7002,F0865003C0039,5700,Empty,Empty,Empty
7003,7003,V600C46089,3600,Empty,Empty,Empty
7004,7004,GS08P08JBP0128,4740,Empty,Empty,Empty
7005,7005,HSFLGL12C00009,7015,Empty,Empty,Empty
7006,7006,36C25618C0109,3600,Empty,Empty,Empty
7007,7007,W50S8L24C0002,2100,,,
7008,7008,GS03P16DXC7037,4740,Empty,Empty,Empty
7009,7009,V756C01238A,3600,,,
7010,7010,36C25018C0062,3600,Empty,Empty,Empty
7011,7011,19AQMM19C0149,1900,Empty,Empty,Empty
7012,7012,W912QR17C0020,2100,Empty,Empty,Empty
7013,7013,VA528RA0729,3600,0,$0,0%
7014,7014,W9124722C0056,2100,,,
7015,7015,LARC0200305DNAS103068,8000,Empty,Empty,Empty
7016,7016,DTFAEN13C00451,6920,Empty,Empty,Empty
7017,7017,GS03P05QPM3017,4740,Empty,Empty,Empty
7018,7018,GS06P10GYC0037N,4740,,,
7019,7019,W912DW07C0022,2100,Empty,Empty,Empty
7020,7020,47PG0819C0001,4740,Empty,Empty,Empty
7021,7021,GS09P08WJC0018,4740,Empty,Empty,Empty
7022,7022,3K15200210D503K1530400,12H2,Empty,Empty,Empty
7023,7023,GS06P09THP0028,4740,,,
7024,7024,FA570213C0016,5700,Empty,Empty,Empty
7025,7025,36C25818C0161,3600,0,$0,0%
7026,7026,DJB30703012,1540,0,$0,0%
7027,7027,W9124709C0015,2100,Empty,Empty,Empty
7028,7028,N4008509C7036,1700,Empty,Empty,Empty
7029,7029,W913FT10C0042,2100,Empty,Empty,Empty
7030,7030,GS04P11EXC0041,4740,Empty,Empty,Empty
7031,7031,GS08P14JCC0018,4740,Empty,Empty,Empty
7032,7032,DJBX00008,1540,Empty,Empty,Empty
7033,7033,GS10P04XJC0074,4740,,,
7034,7034,FA466408C0006,5700,Empty,Empty,Empty
7035,7035,VA653C0004,3600,Empty,Empty,Empty
7036,7036,GS11P11MAM0498,4740,Empty,Empty,Empty
7037,7037,DTFAWN12C00151,6920,,,
7038,7038,DTMA95C20130005,6938,,,
7039,7039,N6247315C1225,1700,Empty,Empty,Empty
7040,7040,INF17PC00108,1448,Empty,Empty,Empty
7041,7041,FA281617C0010,5700,Empty,Empty,Empty
7042,7042,W912QR21C0020,2100,,,
7043,7043,GS10P12XJC0008,4740,Empty,Empty,Empty
7044,7044,140G0120C0001,1434,Empty,Empty,Empty
7045,7045,VA257C0776,3600,,,
7046,7046,47PJ0017C0049,4740,Empty,Empty,Empty
7047,7047,W912DR04C0064,2100,Empty,Empty,Empty
7048,7048,DEWA0000525,8900,Empty,Empty,Empty
7049,7049,GS11P07MKM0074,4740,Empty,Empty,Empty
7050,7050,IND10PC18481,1406,Empty,Empty,Empty
7051,7051,GS11P16YTC7169,4740,,,
7052,7052,VA598C95309,3600,0,$0,0%
7053,7053,VA24417C0310,3600,Empty,Empty,Empty
7054,7054,GS04P05EXC0017,4740,0,$0,0%
7055,7055,SAQMMA07C0074,1900,,,
7056,7056,FA252109C0021,5700,Empty,Empty,Empty
7057,7057,140R1019C0021,1425,Empty,Empty,Empty
7058,7058,W9124720C0055,2100,Empty,Empty,Empty
7059,7059,HSCG8206C3WCA30,7008,Empty,Empty,Empty
7060,7060,04T0200306D5004T035030N,12C2,Empty,Empty,Empty
7061,7061,GS08P14JBP0017,4740,Empty,Empty,Empty
7062,7062,6973GH21C00044,6920,Empty,Empty,Empty
7063,7063,N6945019C5653,1700,Empty,Empty,Empty
7064,7064,47PK1619C0017,4740,,,
7065,7065,W912KZ15C0002,2100,Empty,Empty,Empty
7066,7066,GS11P07MKC0064,4740,Empty,Empty,Empty
